ApplicationNo,CreatedAt,Status,Type,Title,ApplicantOrgNumber,ApplicantOrgName,WithdrawnAt,SubmittedAt,OverallResult,EvaluationFinishedAt,DecisionResult,DecisionTime,ProcessingDays
SP-2024-001639,2024-10-14T11:41:36.905Z,WITHDRAWN,NEW_SITE,Fransvika,996198944,ORGANIC SEAFARM AS,,,PENDING,,,,
SP-2024-001640,2024-10-15T09:25:29.029Z,WITHDRAWN,NEW_SITE,Torshaugen,825504672,POLARFEED AS,,,PENDING,,,,
SP-2024-001641,2024-10-15T19:36:39.293Z,PROCESSED,CO_LOCATION_APPLICATION,TORANGSKJERET,956876354,TROLAND LAKSEOPPDRETT AS,,,PENDING,,,,
SP-2024-001642,2024-10-17T07:06:13.747Z,PROCESSED,CHANGE_SITE,Ystøya,976253744,LETSEA AS,,,PENDING,,,,
SP-2024-001643,2024-10-17T12:25:45.489Z,PROCESSED,MINOR_AREA_CHANGES,PURKHOLMEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-001644,2024-10-18T11:11:49.228Z,SUBMITTED,CO_LOCATION_APPLICATION,LANGHOLMEN,950912278,GILDESKÅL FORSKNINGSSTASJON AS,,,PENDING,,,,
SP-2024-001645,2024-10-18T13:25:32.265Z,PROCESSED,CHANGE_SITE,ROGNE,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001646,2024-10-18T16:12:33.025Z,PROCESSED,CHANGE_SITE,FYLLINGSNES S,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2024-001647,2024-10-25T12:46:33.980Z,PROCESSED,CO_LOCATION_APPLICATION,SKARVESTEIN,930068128,TROMS FYLKESKOMMUNE,,,PENDING,,,,
SP-2024-001648,2024-10-25T12:55:43.285Z,PROCESSED,CO_LOCATION_APPLICATION,KÅVIKA,930068128,TROMS FYLKESKOMMUNE,,,PENDING,,,,
SP-2024-001649,2024-10-25T12:59:55.722Z,PROCESSED,CO_LOCATION_APPLICATION,VORTERØYSKAGEN,930068128,TROMS FYLKESKOMMUNE,,,PENDING,,,,
SP-2024-001650,2024-10-25T13:03:43.012Z,PROCESSED,CO_LOCATION_APPLICATION,ÅRØYA,930068128,TROMS FYLKESKOMMUNE,,,PENDING,,,,
SP-2024-001651,2024-10-25T13:05:42.612Z,PROCESSED,CO_LOCATION_APPLICATION,GOURTESJOUKA,930068128,TROMS FYLKESKOMMUNE,,,PENDING,,,,
SP-2024-001652,2024-10-29T09:51:24.574Z,WITHDRAWN,CO_LOCATION_APPLICATION,Ystøya,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001653,2024-10-29T11:56:23.691Z,WITHDRAWN,CO_LOCATION_APPLICATION,SEISKJÆRET,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001654,2024-11-01T13:53:47.779Z,PROCESSED,CO_LOCATION_APPLICATION,DRØNO,956876354,TROLAND LAKSEOPPDRETT AS,,,PENDING,,,,
SP-2024-001655,2024-11-01T15:06:45.659Z,WITHDRAWN,LAND_BASED_AQUACULTURE,Kleivi Biopark,931339931,UPSTREAM AQUA AS,,,PENDING,,,,
SP-2024-001656,2024-11-04T13:12:39.432Z,PROCESSED,CO_LOCATION_APPLICATION,HUNDBERGAN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001657,2024-11-05T08:12:11.833Z,PROCESSED,CO_LOCATION_APPLICATION,STILLE S,956876354,TROLAND LAKSEOPPDRETT AS,,,PENDING,,,,
SP-2024-001658,2024-11-06T12:11:44.606Z,SUBMITTED,CHANGE_SITE,HESTABYNESET,930181528,SJØTROLL HAVBRUK SJØ AS,,,PENDING,,,,
SP-2024-001659,2024-11-06T14:24:39.957Z,PROCESSED,LAND_BASED_AQUACULTURE,Smedvågen II,912381420,AVERØY INDUSTRIPARK AS,,,PENDING,,,,
SP-2024-001660,2024-11-07T14:38:29.051Z,PROCESSED,CHANGE_SITE,LANGØYA KVALØYA,994300474,MÅSØVAL LISENS AS,,,PENDING,,,,
SP-2024-001661,2024-11-08T09:50:11.847Z,PROCESSED,LAND_BASED_AQUACULTURE,Videild,964118191,MOWI ASA,,,PENDING,,,,
SP-2024-001662,2024-11-11T14:59:21.364Z,PROCESSED,CHANGE_SITE,OMMUNDSTEIGEN,838065392,GRIEG SEAFOOD ROGALAND AS,,,PENDING,,,,
SP-2024-001663,2024-11-12T21:56:47.800Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,963201230,VESO AS,,,PENDING,,,,
SP-2024-001664,2024-11-12T22:05:33.238Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,963201230,VESO AS,,,PENDING,,,,
SP-2024-001665,2024-11-12T22:43:59.336Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,963201230,VESO AS,,,PENDING,,,,
SP-2024-001666,2024-11-12T22:45:59.125Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,963201230,VESO AS,,,PENDING,,,,
SP-2024-001667,2024-11-12T22:48:03.253Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,963201230,VESO AS,,,PENDING,,,,
SP-2024-001668,2024-11-12T22:50:16.824Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,963201230,VESO AS,,,PENDING,,,,
SP-2024-001669,2024-11-13T11:25:31.645Z,PROCESSED,CO_LOCATION_APPLICATION,KVERHELLESKJERET,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001670,2024-11-14T10:34:37.165Z,PROCESSED,CHANGE_SITE,VENGSØY,921601123,SJURELV FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001671,2024-11-21T10:52:41.120566Z,SUBMITTED,CHANGE_SITE,BLOM,930181528,SJØTROLL HAVBRUK SJØ AS,,,PENDING,,,,
SP-2024-001672,2024-11-21T11:16:14.471812Z,SUBMITTED,CHANGE_SITE,SKAFTÅ,930181528,SJØTROLL HAVBRUK SJØ AS,,,PENDING,,,,
SP-2024-001673,2024-11-22T13:31:55.905166Z,SUBMITTED,LAND_BASED_AQUACULTURE,45116 Tjuin ,937543948,SALMAR SETTEFISK AS,,,PENDING,,,,
SP-2024-001674,2024-11-27T08:11:37.978838Z,SUBMITTED,CHANGE_SITE,SESSØYA,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2024-001675,2024-11-27T12:51:59.663319Z,PROCESSED,LAND_BASED_AQUACULTURE,Storevatn,936768148,SOL SMOLT AS,,,PENDING,,,,
SP-2024-001676,2024-11-29T08:34:56.305668Z,PROCESSED,CHANGE_SITE,RINGJA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001677,2024-11-29T13:50:33.405448Z,SUBMITTED,SEA_FARMING,Ydstesteinen,982949025,AEGIR HAVBRUK AS,,,PENDING,,,,
SP-2024-001678,2024-12-02T14:04:55.751354Z,PROCESSED,CHANGE_SITE,VINDVIKA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001679,2024-12-05T09:35:43.727059Z,PROCESSED,CO_LOCATION_APPLICATION,DALSVÅG NV,938354286,EIDESVIK LAKS AS,,,PENDING,,,,
SP-2024-001680,2024-12-06T12:31:00.033365Z,PROCESSED,CO_LOCATION_APPLICATION,DJUPVIK,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-001681,2024-12-06T12:32:46.364112Z,PROCESSED,CO_LOCATION_APPLICATION,LITLEØYA,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-001682,2024-12-06T13:47:16.021075Z,PROCESSED,MINOR_AREA_CHANGES,TOPPSUND V,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2024-001683,2024-12-08T22:58:46.317441Z,PROCESSED,CO_LOCATION_APPLICATION,OLVIKA,916000030,BENCHMARK GENETICS SALTEN AS,,,PENDING,,,,
SP-2024-001684,2024-12-09T09:43:54.162953Z,PROCESSED,CO_LOCATION_APPLICATION,SEISKJÆRET,827248312,NOVA SEA HAVBRUK AS,,,PENDING,,,,
SP-2024-001685,2024-12-09T10:20:46.094022Z,PROCESSED,LAND_BASED_AQUACULTURE,Strømsnes,936100112,BLOM SETTEFISK AS AVD ASKØY,,,PENDING,,,,
SP-2024-001686,2024-12-09T11:19:03.184325Z,PROCESSED,CHANGE_SITE,NEBBO,914380553,FYLKESNES FISK AS,,,PENDING,,,,
SP-2024-001687,2024-12-11T08:34:32.255604Z,SUBMITTED,CHANGE_SITE,SKJERVØY V,994613405,ARNØY LAKS AS,,,PENDING,,,,
SP-2024-001688,2024-12-11T12:29:05.273888Z,PROCESSED,MINOR_AREA_CHANGES,BJØRGAN,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001689,2024-12-11T19:29:54.384163Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,858000742,FLAKSTADVÅG LAKS AS,,,PENDING,,,,
SP-2024-001690,2024-12-12T13:05:34.135919Z,PROCESSED,CO_LOCATION_APPLICATION,KALSØYFLU,829512572,LANGØYLAKS AS,,,PENDING,,,,
SP-2024-001691,2024-12-12T13:07:11.001625Z,PROCESSED,CO_LOCATION_APPLICATION,EIDHOLMEN,829512572,LANGØYLAKS AS,,,PENDING,,,,
SP-2024-001692,2024-12-12T13:10:03.265580Z,PROCESSED,CO_LOCATION_APPLICATION,KVIKSHOLMEN,829512572,LANGØYLAKS AS,,,PENDING,,,,
SP-2024-001693,2024-12-13T14:28:47.539685Z,PROCESSED,CHANGE_SITE,GUDMUNDSET,994829750,PROPHYLAXIA AS,,,PENDING,,,,
SP-2024-001694,2024-12-16T12:26:54.785350Z,WITHDRAWN,CHANGE_SITE,SØR GÅSVÆR,961288983,SELØY SJØFARM AS,,,PENDING,,,,
SP-2024-001695,2024-12-16T14:42:10.812290Z,PROCESSED,CHANGE_SITE,HERØY,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2024-001696,2024-12-16T18:33:47.470784Z,PROCESSED,CO_LOCATION_APPLICATION,LAUKELANDSØYNA,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2024-001697,2024-12-17T08:46:16.612448Z,PROCESSED,OTHER_FISH_SPECIES,Sandholmtaren,927985209,KNABBEN UTVIKLING AS,,,PENDING,,,,
SP-2024-001698,2024-12-17T09:08:25.061936Z,PROCESSED,CO_LOCATION_APPLICATION,DUESUND,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001699,2024-12-17T15:36:37.079353Z,PROCESSED,NEW_SITE,Lyngtaren,929706331,FRØY HAVBRUK AS,,,PENDING,,,,
SP-2024-001700,2024-12-18T08:03:11.560985Z,PROCESSED,CHANGE_SITE,STORVIKA I SKJERSTADFJORDEN,937504446,WENBERG FISKEOPPDRETT AS,,,PENDING,,,,
SP-2024-001701,2024-12-19T10:48:00.115428Z,SUBMITTED,OTHER_FISH_SPECIES,Natterøy,987560835,TUBILAH AS,,,PENDING,,,,
SP-2024-001702,2024-12-19T11:40:46.421576Z,PROCESSED,NEW_SITE,Kjeringeholmen,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001703,2024-12-19T11:50:01.446609Z,PROCESSED,NON_FISH_SPECIES,Spro Havn,914725747,MARINREPARATØRENE,,,PENDING,,,,
SP-2024-001704,2024-12-20T09:20:43.641338Z,PROCESSED,CO_LOCATION_APPLICATION,LYNGHOLMEN,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001705,2024-12-20T09:22:15.224326Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,821311632,VESTLAND FYLKESKOMMUNE,,,PENDING,,,,
SP-2024-001706,2024-12-20T09:24:19.046943Z,PROCESSED,CO_LOCATION_APPLICATION,KJERRINGNESET,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2024-001707,2024-12-20T11:40:00.787614Z,PROCESSED,CHANGE_SITE,HOSENØYAN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2024-001708,2024-12-20T11:49:39.186294Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2024-001709,2024-12-23T07:24:18.140915Z,PROCESSED,CO_LOCATION_APPLICATION,USHOLMSVIKA,939174508,TELAVÅG FISKEOPPDRETT AS,,,PENDING,,,,
SP-2025-001710,2025-01-02T14:27:11.601273Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,970422528,UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET,,,PENDING,,,,
SP-2025-001711,2025-01-03T11:46:54.998719Z,SUBMITTED,CHANGE_SITE,SKYSSELVIKA V,937504446,WENBERG FISKEOPPDRETT AS,,,PENDING,,,,
SP-2025-001712,2025-01-08T12:31:32.101831Z,PROCESSED,CO_LOCATION_APPLICATION,LEIRVIK,950912278,GILDESKÅL FORSKNINGSSTASJON AS,,,PENDING,,,,
SP-2025-001713,2025-01-08T12:33:21.564299Z,PROCESSED,CO_LOCATION_APPLICATION,RØSSØYA N,950912278,GILDESKÅL FORSKNINGSSTASJON AS,,,PENDING,,,,
SP-2025-001714,2025-01-13T12:20:04.850033Z,SUBMITTED,CHANGE_SITE,SKJORTNESET II,930773840,HOFSETH SEA FARMING AS,,,PENDING,,,,
SP-2025-001715,2025-01-14T11:57:29.198227Z,PROCESSED,NEW_SITE,Lyngtaren,994300474,MÅSØVAL LISENS AS,,,PENDING,,,,
SP-2025-001716,2025-01-14T13:13:25.700008Z,PROCESSED,CO_LOCATION_APPLICATION,LAUSKLUBBEN,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2025-001717,2025-01-15T15:05:18.235656Z,PROCESSED,CO_LOCATION_APPLICATION,ÅNDERKLEIVA,816157382,SALAKS PRODUKSJON AS,,,PENDING,,,,
SP-2025-001718,2025-01-16T11:24:36.864939Z,SUBMITTED,OTHER_FISH_SPECIES,FORSÅ,925155748,KIME AKVA AS,,,PENDING,,,,
SP-2025-001751,2025-01-23T13:21:20.483174Z,PROCESSED,CHANGE_SITE,HONDSKÅR,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2025-001752,2025-01-29T14:07:58.077578Z,PROCESSED,CHANGE_SITE,Nordfoldleira I,814439062,FOLLA ALGER AS,,,PENDING,,,,
SP-2025-001785,2025-02-03T12:56:41.445261Z,PROCESSED,CHANGE_SITE,SVOLLANDSNESET,836597702,SEASHORE SJØ AS,,,PENDING,,,,
SP-2025-001786,2025-02-04T10:02:30.904527Z,PROCESSED,CHANGE_SITE,FURENESET,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001787,2025-02-04T10:22:55.416992Z,SUBMITTED,OTHER_FISH_SPECIES,Storvika,974526441,NORDIC HALIBUT AS,,,PENDING,,,,
SP-2025-001788,2025-02-04T13:03:03.688862Z,PROCESSED,CHANGE_SITE,OTERHOLMEN I,943609551,LOFOTEN SJØPRODUKTER AS,,,PENDING,,,,
SP-2025-001789,2025-02-05T11:26:17.804630Z,WITHDRAWN,CHANGE_SITE,LØYPINGNESET,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001790,2025-02-05T11:38:55.539075Z,PROCESSED,CHANGE_SITE,LØYPINGNESET,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001823,2025-02-11T07:27:30.124787Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,988014036,VIKENCO AS,,,PENDING,,,,
SP-2025-001824,2025-02-11T14:19:53.017436Z,SUBMITTED,OTHER_FISH_SPECIES,Sigmundstadneset,983356494,STERLING WHITE HALIBUT AS,,,PENDING,,,,
SP-2025-001825,2025-02-12T11:25:08.085306Z,SUBMITTED,LAND_BASED_AQUACULTURE,Kleivi,931339931,UPSTREAM AQUA AS,,,PENDING,,,,
SP-2025-001826,2025-02-12T12:43:04.549668Z,SUBMITTED,OTHER_FISH_SPECIES,VASSVIK,983356494,STERLING WHITE HALIBUT AS,,,PENDING,,,,
SP-2025-001827,2025-02-13T20:06:17.944602Z,PROCESSED,CHANGE_SITE,SKØYEN,929911946,NORDLAKS HAVBRUK AS,,,PENDING,,,,
SP-2025-001828,2025-02-18T07:58:33.809939Z,PROCESSED,CO_LOCATION_APPLICATION,KOLØY N,989867202,HARDINGSMOLT AS,,,PENDING,,,,
SP-2025-001829,2025-02-18T11:50:31.857769Z,SUBMITTED,LAND_BASED_AQUACULTURE,10492 Meøypollen,996929922,LOFOTYNGEL AS,,,PENDING,,,,
SP-2025-001830,2025-02-19T10:52:09.365010Z,SUBMITTED,LAND_BASED_AQUACULTURE,Åreneset,919309520,HYEN FISK AS,,,PENDING,,,,
SP-2025-001831,2025-02-21T08:31:55.944848Z,PROCESSED,CO_LOCATION_APPLICATION,KVALØY Ø,941541240,TOMBRE FISKEANLEGG AS,,,PENDING,,,,
SP-2025-001832,2025-02-24T14:11:36.423621Z,WITHDRAWN,SPECIAL_INTENTION,Søknad om særlige formål,964367701,AQUAGEN AS,,,PENDING,,,,
SP-2025-001833,2025-02-25T08:48:11.128967Z,PROCESSED,CHANGE_SITE,KELVESTEINEN,930185698,LERØY VEST SJØ AS,,,PENDING,,,,
SP-2025-001834,2025-02-26T10:29:13.752171Z,PROCESSED,CHANGE_SITE,KASTEVIKA,933312550,EIDE BRANDASUND AS,,,PENDING,,,,
SP-2025-001835,2025-02-27T10:53:52.321906Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,988718181,SVANØY HAVBRUK AS,,,PENDING,,,,
SP-2025-001836,2025-03-05T10:54:32.743017Z,PROCESSED,OTHER_FISH_SPECIES,Helsøya II,921211570,AMAR SEAFOOD AS,,,PENDING,,,,
SP-2025-001837,2025-03-05T15:13:25.110932Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,923070591,ENGESUND FISKEOPPDRETT AS,,,PENDING,,,,
SP-2025-001838,2025-03-06T12:26:47.050463Z,PROCESSED,CO_LOCATION_APPLICATION,LANGØY,821311632,VESTLAND FYLKESKOMMUNE,,,PENDING,,,,
SP-2025-001839,2025-03-07T08:33:50.027622Z,PROCESSED,CO_LOCATION_APPLICATION,BÅRØY,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001840,2025-03-07T08:38:09.222635Z,PROCESSED,CO_LOCATION_APPLICATION,KUØYNA,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001842,2025-03-07T08:39:02.618227Z,PROCESSED,CO_LOCATION_APPLICATION,ELVENESET,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001843,2025-03-07T08:39:30.006765Z,WITHDRAWN,CO_LOCATION_APPLICATION,GRÅVIKA,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001845,2025-03-07T08:40:24.324568Z,PROCESSED,CO_LOCATION_APPLICATION,HYSENESET,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001846,2025-03-07T08:40:50.037383Z,PROCESSED,CO_LOCATION_APPLICATION,KJERINGEHOLMEN,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001847,2025-03-10T13:28:44.476677Z,SUBMITTED,NEW_SITE,Fornes II,816157382,SALAKS PRODUKSJON AS,,,PENDING,,,,
SP-2025-001848,2025-03-10T14:03:25.125183Z,PROCESSED,CO_LOCATION_APPLICATION,KVANNTONESET,942027672,KLEIVA FISKEFARM AS,,,PENDING,,,,
SP-2025-001849,2025-03-11T13:09:03.117388Z,SUBMITTED,OTHER_FISH_SPECIES,Apalvika-Vinnes,915278043,ELSKA AUSTEVOLL AS,,,PENDING,,,,
SP-2025-001850,2025-03-12T07:41:10.910223Z,WITHDRAWN,LAND_BASED_AQUACULTURE,Rimstad,966840528,SALMAR FARMING AS,,,PENDING,,,,
SP-2025-001852,2025-03-17T08:57:35.259038Z,PROCESSED,LAND_BASED_AQUACULTURE,Rimstad,966840528,SALMAR FARMING AS,,,PENDING,,,,
SP-2025-001853,2025-03-17T13:28:12.466083Z,PROCESSED,CO_LOCATION_APPLICATION,GRÅVIKA,936678432,FIRDA SJØFARMER AS,,,PENDING,,,,
SP-2025-001854,2025-03-18T09:26:55.584139Z,PROCESSED,MINOR_AREA_CHANGES,LAMHOLMEN,918003126,NORSK HAVBRUKSSENTER AS,,,PENDING,,,,
SP-2025-001855,2025-03-18T14:28:10.118970Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,898844412,OSLAND GENETICS AS,,,PENDING,,,,
SP-2025-001856,2025-03-21T07:03:28.412469Z,PROCESSED,NEW_SITE,Horn,918462511,TORGHATTEN FARMING AS,,,PENDING,,,,
SP-2025-001857,2025-03-24T13:27:46.162429Z,WITHDRAWN,NEW_SITE,Buarøy ,925795488,ODE AS,,,PENDING,,,,
SP-2025-001858,2025-03-25T14:39:18.778928Z,SUBMITTED,NEW_SITE,Fornes,884141982,BALLANGEN SJØFARM AS,,,PENDING,,,,
SP-2025-001859,2025-03-26T08:29:51.955693Z,PROCESSED,MINOR_AREA_CHANGES,BLOMSØRÅSA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001860,2025-03-28T14:55:40.326045Z,SUBMITTED,CHANGE_SITE,SAGEN 2,886813082,LERØY VEST AS,,,PENDING,,,,
SP-2025-001861,2025-03-31T02:51:18.142685Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,994046055,ALLER AQUA NORWAY AS,,,PENDING,,,,
SP-2025-001862,2025-03-31T06:47:41.256470Z,SUBMITTED,CO_LOCATION_APPLICATION,SEISKJÆRA,966840528,SALMAR FARMING AS,,,PENDING,,,,
SP-2025-001863,2025-03-31T07:50:15.664124Z,WITHDRAWN,LAND_BASED_AQUACULTURE,Tjeldbergodden Biopark Vest 29616,815276302,TJELDBERGODDEN RENSEFISK AS,,,PENDING,,,,
SP-2025-001864,2025-04-01T11:13:48.593048Z,SUBMITTED,LAND_BASED_AQUACULTURE,Abelsnes,996463052,NORSK OPPDRETTSSERVICE AS,,,PENDING,,,,
SP-2025-001865,2025-04-01T14:25:44.791035Z,SUBMITTED,OTHER_FISH_SPECIES,Buarøya,925795488,ODE AS,,,PENDING,,,,
SP-2025-001866,2025-04-02T05:45:28.678270Z,PROCESSED,CO_LOCATION_APPLICATION,SEISKJÆRET,931064649,HELGELAND LAKS AS,,,PENDING,,,,
SP-2025-001867,2025-04-03T08:40:48.824918Z,WITHDRAWN,CHANGE_SITE,ØRNØYA,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2025-001868,2025-04-03T09:17:43.553226Z,PROCESSED,CHANGE_SITE,RATAREN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2025-001869,2025-04-03T11:04:03.027332Z,WITHDRAWN,CHANGE_SITE,KATTHOLMEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2025-001870,2025-04-03T11:18:08.596208Z,PROCESSED,CHANGE_SITE,KRABBHOLMEN,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2025-001871,2025-04-03T11:37:28.647491Z,PROCESSED,CHANGE_SITE,ENGDAL,985848718,LERØY MIDT AS,,,PENDING,,,,
SP-2025-001872,2025-04-04T06:20:44.846700Z,PROCESSED,LAND_BASED_AQUACULTURE,Tjeldbergodden Biopark Vest 29616,815276302,TJELDBERGODDEN RENSEFISK AS,,,PENDING,,,,
SP-2025-001873,2025-04-04T12:44:06.166736Z,SUBMITTED,CHANGE_SITE,LÅDERSKJERA,930367435,GRIEG SEAFOOD NORWAY AS,,,PENDING,,,,
SP-2025-001874,2025-04-07T13:49:36.884136Z,PROCESSED,CATCH_BASED_AQUACULTURE,Mulbukt,995544709,TYSFJORD MARINE FARM AS,,,PENDING,,,,
SP-2025-001875,2025-04-09T09:15:08.047445Z,WITHDRAWN,SPECIAL_INTENTION,Søknad om særlige formål,828764292,HOFSETH AQUA AS,,,PENDING,,,,
SP-2025-001876,2025-04-09T10:46:05.306106Z,PROCESSED,CHANGE_SITE,STEINFLESA,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001877,2025-04-09T14:41:40.705436Z,PROCESSED,CO_LOCATION_APPLICATION,SALTSKÅR,866751242,EIDE FJORDBRUK AS,,,PENDING,,,,
SP-2025-001878,2025-04-10T07:35:00.975820Z,PROCESSED,CHANGE_SITE,RINDARØY,988014036,VIKENCO AS,,,PENDING,,,,
SP-2025-001879,2025-04-10T08:39:51.439372Z,SUBMITTED,SPECIAL_INTENTION,Søknad om særlige formål,971045698,ROGALAND FYLKESKOMMUNE,,,PENDING,,,,
SP-2025-001880,2025-04-10T09:20:56.169383Z,PROCESSED,CHANGE_SITE,VINDSVIK,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001881,2025-04-10T11:40:34.356274Z,SUBMITTED,LAND_BASED_AQUACULTURE,Bogen,964367701,AQUAGEN AS,,,PENDING,,,,
SP-2025-001882,2025-04-11T07:04:02.622699Z,PROCESSED,CHANGE_SITE,BUKKHOLMEN S,994300474,MÅSØVAL LISENS AS,,,PENDING,,,,
SP-2025-001883,2025-04-11T07:12:10.063678Z,PROCESSED,NEW_SITE,Båskjæra,994300474,MÅSØVAL LISENS AS,,,PENDING,,,,
SP-2025-001884,2025-04-11T13:30:07.095992Z,PROCESSED,NON_FISH_SPECIES,SKARVØYA,937357370,SINTEF OCEAN AS,,,PENDING,,,,
SP-2025-001885,2025-04-14T07:39:00.482975Z,PROCESSED,MINOR_AREA_CHANGES,JAMNUNGEN,821489962,NORCOD AS,,,PENDING,,,,
SP-2025-001886,2025-04-14T10:31:02.973740Z,WITHDRAWN,CHANGE_SITE,ØRNØYA,928957489,SALMAR OPPDRETT AS,,,PENDING,,,,
SP-2025-001887,2025-04-14T12:00:08.793307Z,PROCESSED,SPECIAL_INTENTION,Søknad om særlige formål,994046055,ALLER AQUA NORWAY AS,,,PENDING,,,,
SP-2025-001888,2025-04-15T07:42:10.810560Z,PROCESSED,NON_FISH_SPECIES,Pelvikodden,914725747,MARINREPARATØRENE,,,PENDING,,,,
SP-2025-001889,2025-04-15T07:50:41.948230Z,PROCESSED,NON_FISH_SPECIES,Kadettangen,914725747,MARINREPARATØRENE,,,PENDING,,,,
SP-2025-001890,2025-04-15T08:01:55.322976Z,SUBMITTED,NEW_SITE,Koiøya,930152366,CERMAQ NORWAY SALMON AS,,,PENDING,,,,
SP-2025-001891,2025-04-15T13:48:15.777346Z,PROCESSED,LAND_BASED_AQUACULTURE,28517 Kalvehagen,929363833,SJØTROLL HAVBRUK AS,,,PENDING,,,,
SP-2025-001892,2025-04-22T07:12:40.832532Z,PROCESSED,NON_FISH_SPECIES,Badeparken i Drøbak,914725747,MARINREPARATØRENE,,,PENDING,,,,
SP-2025-001893,2025-04-22T11:42:33.354237Z,SUBMITTED,CHANGE_SITE,STRANDMO,930155179,LERØY AURORA SJØ AS,,,PENDING,,,,
SP-2025-001894,2025-04-23T06:01:15.223259Z,SUBMITTED,OTHER_FISH_SPECIES,Oppmyrbogen,935067081,MULTIGEN GADUS AS,,,PENDING,,,,
SP-2025-001895,2025-04-23T06:31:40.970939Z,WITHDRAWN,CHANGE_SITE,ROGNE,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
SP-2025-001896,2025-04-23T06:43:33.298212Z,PROCESSED,CHANGE_SITE,ROGNE,921668236,MOWI SEAWATER NORWAY AS,,,PENDING,,,,
